,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Death_Rate,Population_15_64_rate,Population_65_above,Cotisation sociale,Life_expectancy_in_years,gov_health_exp_as_perc_of_gdp,undernourished_population_rate,population_rate_with_water_access,mortality_cvd_crd_cancer_diabete_30_70,uhc_service_coverage,population_growth_rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44
1990,Algeria,DZA,2013,25.236,19371095,18629532,38000626,26.0,0.731,30.3495654,69.576,4.673,25412579.0,1887652.0,,74.615,4.28830338,2.9,92.9708811462695,14.5,,1.9667158178046,13.78,5519.77757552373,50.57356917429728
1991,Ecuador,ECU,2013,20.1,7863795,7859194,15722989,24.7,0.755,19.99272951,63.125,4.762,10024345.0,989240.0,,76.369,3.82528639,8.7,91.6523257841324,12.4,,1.5324232376039,46.344,6050.3546113274,47.04788766838637
1992,Spain,ESP,2013,9.1,22948775,23671269,46620045,40.5,0.88,10.3607232,79.133,8.3,31201239.0,8337877.0,,83.0780487804878,6.43811703,2.5,99.9566415144306,10.4,,-0.327669039579687,38.784,29077.1820557563,39.15060095789401
1993,Estonia,EST,2013,10.3,615543,702454,1317997,40.1,0.88,7.541812181,68.122,11.6,870697.0,239863.0,,77.1414634146341,4.54079533,2.5,99.5437917222656,18.2,,-0.355891802625531,50.827,19056.0019226989,36.28858039520504
1994,Ethiopia,ETH,2013,33.938,48862026,48222340,97084366,16.7,0.441,35.36549106,18.575,7.734,51981291.0,2807289.0,,62.373,1.09967208,17.3,38.548228349882,17.9,,2.74962070654197,72.032,490.792478420391,43.6376511384557
1995,Finland,FIN,2013,10.7,2673534,2765437,5438972,41.4,0.926,5.983816655,85.125,9.5,3508386.0,1037351.0,,80.9756097560976,7.79147577,2.5,100.0,11.1,,0.460723772785295,51.334,49892.2233632732,35.325177027727776
1996,Fiji,FJI,2013,21.835,462716,450737,913453,24.8,0.726,11.14022253,53.706,7.424,593436.0,41628.0,,67.428,1.87162006,9.2,95.1763202593056,38.8,,0.262426487072664,40.698,4586.95521117587,47.065029052418595
1997,France,FRA,2013,12.4,31932616,34069673,66002289,39.9,0.887,13.61154039,79.135,8.7,41924226.0,11995907.0,41.9942929107749,82.219512195122,8.01780128,2.5,100.0,11.3,,0.516539661307546,46.673,42602.7179652667,36.2871555754851
1998,Gabon,GAB,2013,32.182,969160,933066,1902226,20.8,0.685,37.16684022,87.156,7.786,1125185.0,75795.0,0.605057179232416,64.776,1.82302928,15.4,83.9961533518138,22.4,,3.50515739344233,28.333,9250.08111462036,46.67043917579249
1999,United Kingdom,GBR,2013,12.1,31543950,32584323,64128273,38.8,0.922,11.42279633,82.102,9.0,41710813.0,11094552.0,,81.0048780487805,7.91318083,2.5,99.9999998056057,11.6,,0.669740535540783,52.767,43426.2981405143,38.88235507103215
2000,Georgia,GEO,2013,15.102,1753480,1964187,3717668,35.7,0.777,19.58915924,56.685,12.783,2511750.0,507915.0,,72.628,1.85709786,4.0,93.9029623149496,25.1,,-0.300972141406188,47.304,4623.88471369397,40.28029267580596
2001,Ghana,GHA,2013,32.535,13722904,13802693,27525597,19.6,0.6,47.78909296,52.748,8.092,15920252.0,855662.0,,62.42,1.85814357,6.9,78.8156065108159,24.9,,2.45242725553535,64.552,2282.40750113579,45.94068541766866
2002,Guinea,GIN,2013,38.134,5425320,5630110,11055430,16.6,0.429,45.97257249,34.545,10.947,5818161.0,395448.0,,57.791,0.48858824,13.5,60.4838781029167,26.4,,2.44231614129791,47.411,757.692272561928,42.66603139192663
2003,Guinea-Bissau,GNB,2013,37.46,834247,863505,1697753,17.2,0.46,47.569479,41.31,9.819,920895.0,44352.0,,58.232,0.55160207,33.0,60.0541625940776,28.3,,2.68850117447374,47.342,616.159928714289,44.49180954366217
2004,Equatorial Guinea,GNQ,2013,36.803,652487,591454,1243941,20.1,0.594,39.40271655,69.544,10.26,723959.0,39307.0,,59.224,0.42721468,,63.6715134756131,22.0,,4.12804546690893,46.316,17644.5943045414,44.01999141099731
2005,Greece,GRC,2013,8.6,5393788,5571423,10965211,41.6,0.871,16.69353,77.355,10.2,7140124.0,2219244.0,,81.2853658536585,5.18027735,2.5,99.9790200917084,13.5,,-0.725120806658085,30.157,21787.7877636035,37.71676750078148
2006,Guatemala,GTM,2013,26.336,7453516,7590464,15043981,19.6,0.62,32.24187476,49.311,5.112,8789380.0,646374.0,2.91315580839032,71.728,2.21485376,16.1,91.3494094544696,17.0,,1.75716769812924,38.27,3522.76742900978,47.03788895959768
2007,Guyana,GUY,2013,21.502,370411,377010,747420,23.6,0.673,21.66481921,26.4,7.538,481469.0,37228.0,,67.473,1.88811839,7.4,92.8621482567967,32.0,,0.46319412619233,33.676,5576.25021487084,47.273016630858585
2008,Honduras,HND,2013,23.569,4531602,4429055,8960657,20.6,0.603,28.04343945,53.858,4.198,5469835.0,296980.0,14.4043068740766,71.963,3.4937377,15.1,91.9767246735058,20.9,,1.89595914681821,40.063,2064.55053629483,49.04586870111116
2009,Croatia,HRV,2013,9.4,2054271,2201417,4255689,41.6,0.838,20.04200652,55.706,11.8,2838041.0,790936.0,,77.1268292682927,5.47827482,2.5,,17.0,,-0.278509062850129,37.109,13979.1855602956,36.362828797277984
2010,Haiti,HTI,2013,26.09,5098458,5162748,10261206,21.1,0.521,18.71624801,50.46,8.376,6262946.0,415554.0,,62.605,0.47550055,40.0,63.6326909989076,32.9,,1.49898644905428,51.094,1452.31354766386,47.680852104426954
2011,Hungary,HUN,2013,9.0,4709367,5183716,9893082,40.2,0.84,17.48896034,69.953,12.8,6747076.0,1717854.0,,75.5658536585366,4.78818369,2.5,99.9699743237225,23.1,,-0.27536875707442,40.176,13715.0703590361,38.53729709836876
2012,Indonesia,IDN,2013,19.417,127582414,125693504,253275918,27.5,0.683,20.01905868,51.955,7.457,168784459.0,15402436.0,,69.264,0.81686825,8.4,87.039688549159,25.7,,1.21281780987831,48.505,3602.88551680629,47.62533829910575
2013,India,IND,2013,19.935,667322883,623809180,1291132063,24.9,0.607,89.45226202,32.003,6.96,840060464.0,68634509.0,,68.46,0.86504197,14.6,87.9823668573986,22.7,,1.29754883539168,23.789,1438.05700508042,47.71967438824803
2014,Ireland,IRL,2013,14.9,2289543,2334273,4623816,34.6,0.908,8.786223954,62.141,6.4,3047390.0,580552.0,,80.9487804878049,7.27710915,2.5,96.351241208789,11.4,,0.526556158855653,48.408,51496.9616850661,42.87586786220569
2015,Iraq,IRQ,2013,33.826,17688677,17793123,35481800,18.3,0.667,51.54630059,69.595,5.413,19954180.0,1085615.0,,68.253,1.14635122,16.4,92.4602837326776,25.0,,4.6654185971967,10.603,6612.90225210234,45.32778886898577
2016,Iceland,ISL,2013,13.4,162375,161389,323764,34.6,0.929,6.091801055,93.633,6.7,214817.0,42331.0,,82.0609756097561,6.55948114,2.5,100.0,9.3,,0.945885900369151,67.796,49804.9829978371,41.02941130947036
2017,Israel,ISR,2013,21.3,3997866,4061634,8059500,28.7,0.904,23.00431254,92.031,5.2,4951429.0,850586.0,,82.0560975609756,4.46624565,2.5,100.0,9.9,,1.86605289478673,54.576,36941.8423573582,41.749169535466315
2018,Italy,ITA,2013,8.5,29177490,31056458,60233948,43.6,0.882,18.13743581,68.979,10.0,38985081.0,12844504.0,,82.690243902439,6.64814234,2.5,99.8913216069004,10.0,,1.1592511168095,34.506,35560.0814062288,35.43218624555866
2019,Jamaica,JAM,2013,14.54,1376070,1397059,2773129,26.8,0.714,14.95906723,54.35,5.924,1924725.0,170415.0,,73.412,2.97220016,7.9,90.1300860025781,15.2,,0.481191238304142,47.287,5143.72218263652,50.14029471912069
2020,Jordan,JOR,2013,26.207,3968884,3725930,7694814,21.0,0.719,35.54875145,89.125,3.592,4701845.0,263929.0,,74.562,4.41074276,,98.8780677262203,15.3,,6.48192864156847,10.092,4477.61832070861,47.482011202572245
2021,Japan,JPN,2013,8.2,62046104,65398896,127445000,45.1,0.91,13.36533634,91.226,10.1,78399486.0,32602328.0,,83.3319512195122,8.99433517,2.5,98.8390411891102,8.9,,-0.144271883387076,46.982,40898.6478964744,33.94178492064928
2022,Kazakhstan,KAZ,2013,22.73,8130680,8904870,17035551,28.3,0.792,22.85330812,57.046,8.0,11475515.0,1144912.0,2.69887752298367,70.62,1.84699547,2.5,94.6322012316253,27.3,,1.43944535624798,62.529,13890.6339694612,44.92475412784967
2023,Kenya,KEN,2013,32.127,22259261,22533107,44792368,17.5,0.554,28.08814029,24.794,7.399,24755047.0,1044779.0,,61.389,1.66091359,18.1,56.763103474007,21.9,,2.40993136403743,69.093,1376.82920465019,46.04184531583133
2024,Cambodia,KHM,2013,23.035,7421511,7578172,14999683,23.3,0.562,28.06749912,21.415,5.817,9706910.0,588855.0,,69.304,1.41955829,8.0,69.2776988970285,23.2,,1.43049971596447,62.251,1015.22088134268,47.227210782019014
2025,Kuwait,KWT,2013,19.119,2088742,1557776,3646518,31.3,0.819,66.7946724,100.0,1.696,2772210.0,73590.0,,79.164,2.08904266,2.5,100.0,11.5,,7.15682472094729,46.959,47762.7967032092,57.80052530000288
2026,Lebanon,LBN,2013,17.872,2820251,2858601,5678851,28.2,0.759,31.07383788,87.79,4.197,3901286.0,369086.0,,78.765,3.11877799,,90.1319619234568,20.8,,9.22649612823576,21.824,8255.20921055985,47.480401686069825
2027,Liberia,LBR,2013,36.138,2194919,2232393,4427313,17.5,0.475,44.1458674,48.985,9.482,2380377.0,155631.0,,59.943,0.34247521,36.6,71.0475598645303,19.5,,2.18235448876975,70.462,717.635753333907,43.61552826944001
2028,Libya,LBY,2013,21.886,3045479,2939742,5985221,24.7,0.716,43.22205102,78.756,5.056,3791538.0,272679.0,,72.34,,4.8,95.5416760658698,17.4,,1.94607768885519,25.261,12589.5297148358,49.09540515722217
2029,Sri Lanka,LKA,2013,17.005,10237951,10893806,21131756,30.1,0.756,22.99523942,18.198,7.092,14039031.0,1754590.0,1.31317685617917,74.239,1.73812664,11.7,86.6023981319846,15.2,,0.543830440686779,32.709,3643.83244664348,44.124938709434474
2030,Lesotho,LSO,2013,29.19,1019780,1054158,2073939,20.6,0.49,31.82818232,26.101,16.222,1252899.0,85949.0,,49.002,4.65022707,20.0,70.5298400497141,47.3,,0.931108535565663,46.273,1141.3609231718,47.26497356183794
2031,Lithuania,LTU,2013,10.1,1364087,1593602,2957689,41.3,0.854,13.0277502,66.986,14.0,1973098.0,553309.0,,73.9146341463415,4.01803207,2.5,95.6610147705921,22.2,,-1.01200736818103,47.389,15729.6524666512,36.327361029476194
2032,Luxembourg,LUX,2013,11.3,271828,271532,543360,38.1,0.921,11.90044543,89.574,7.0,375473.0,75935.0,29.4463073591952,81.8,4.39057875,2.5,99.9652463040047,10.4,,2.31117625275217,49.154,120000.140729859,41.821290456897884
2033,Latvia,LVA,2013,10.2,919411,1093236,2012647,41.4,0.843,15.55702788,67.925,14.3,1329552.0,388763.0,,73.9829268292683,3.24601078,2.5,98.4241537968664,23.5,,-1.07103480329077,47.999,15007.4918561719,35.69899303968076
2034,Morocco,MAR,2013,21.141,16990792,16812735,33803527,25.9,0.635,29.38557188,59.7,5.796,22369402.0,1867468.0,,72.122,2.51814461,4.1,78.0347633935167,24.7,,1.34423384293623,22.383,3377.6435546875,48.4163924425029
2035,Moldova,MDA,2013,13.59,1359267,1500292,2859558,34.2,0.746,17.57367294,42.527,13.8,2053315.0,300929.0,30.1993036639946,69.099,4.05499315,2.5,88.0933541286004,25.2,,-0.0267837694756349,36.994,3321.04397795719,42.86577798803522
2036,Madagascar,MDG,2013,33.699,11837579,11750494,23588073,17.5,0.499,19.70239888,33.878,7.201,13016403.0,644513.0,4.34294475568118,63.962,1.30425918,33.0,46.5189417208381,27.0,,2.67158913972617,82.74,526.688019635403,44.27655126669562
2037,Maldives,MDV,2013,18.895,228512,172215,400728,25.4,0.718,12.45355352,37.685,2.793,288316.0,16948.0,,79.057,4.29976511,,98.2050998830209,13.9,,3.3466404024458,35.112,8222.55803576643,55.233413949383184
2038,Mexico,MEX,2013,19.326,57427865,59862821,117290686,25.9,0.76,23.60777306,78.699,5.696,76021956.0,7750137.0,,74.739,3.12253189,4.0,96.9361142167942,15.2,,1.317160792789,42.102,11317.4910611485,47.762069214880476
2039,North Macedonia,MKD,2013,11.2,1030732,1033301,2064032,35.5,0.75,33.90486411,57.189,9.3,1453635.0,248563.0,,75.4,4.41111708,3.9,97.3982677624482,24.8,,0.144870083488649,31.512,5241.05360094583,43.355336672950635
2040,Mali,MLI,2013,45.271,8590210,8413823,17004033,14.9,0.407,52.78016724,38.398,10.936,8388206.0,458801.0,,57.357,0.81583834,4.4,70.2561518476449,23.5,,2.92004450187922,59.343,778.797052798816,40.873485267843535
2041,Malta,MLT,2013,9.5,213359,212608,425967,39.4,0.872,13.32212417,94.279,7.6,289921.0,76358.0,,81.7463414634146,5.73996449,2.5,99.999997297169,10.9,,1.4040502758129,37.943,24769.5962287121,40.064796052706875
2042,Myanmar,MMR,2013,18.573,25270624,25377710,50648334,26.7,0.543,36.13453786,29.457,8.799,34153923.0,2700982.0,0.0786521685314321,64.815,0.60410881,5.9,68.2848517202293,26.8,,0.852912565826152,51.067,1189.96476533347,48.40389949297826
2043,Montenegro,MNE,2013,12.0,302871,318335,621207,36.0,0.817,24.01188607,65.137,9.5,421582.0,83285.0,,76.490243902439,4.89767981,2.5,96.8997474933698,22.7,,0.097599636675676,35.471,7188.86361611271,40.784576883178445
2044,Mongolia,MNG,2013,26.333,1415077,1430076,2845153,25.3,0.726,37.88969103,68.097,6.393,1927681.0,107944.0,,68.585,2.28476501,10.6,77.3737729103165,37.4,,1.87336676028775,51.419,4422.30087600131,50.79102411654202
2045,Mozambique,MOZ,2013,40.548,12326038,12925693,25251731,16.0,0.427,23.70516014,33.36,10.492,13147107.0,654048.0,1.36653925981139,56.492,1.51853013,23.5,44.975925386408,33.1,,3.07273916417179,76.532,681.065114197441,42.30896005695938
2046,Mauritania,MRT,2013,35.834,1825021,1917938,3742959,16.8,0.531,60.78226417,49.306,8.652,1953297.0,140593.0,,63.911,1.08287692,6.2,62.125804073415,16.2,,2.89612211417799,23.764,1929.77563929612,42.92482343016302
2047,Mauritius,MUS,2013,10.9,624118,634809,1258927,33.1,0.782,15.17960022,41.222,7.5,894020.0,106183.0,,74.0170731707317,1.95769048,5.6,99.7548988700036,23.6,,0.242165626741126,39.497,9764.64413060045,44.34049961126323
2048,Malawi,MWI,2013,37.85,7769339,8255436,16024775,15.6,0.478,26.47693677,15.966,9.081,8025475.0,557706.0,,59.729,1.48205006,12.9,64.5846233286892,24.6,,2.80676296771096,63.099,501.19717297875,42.84708628065876
2049,Malaysia,MYS,2013,17.225,15488512,14646296,30134807,26.4,0.785,18.5277661,72.93,4.945,20603370.0,1664480.0,,75.035,1.89357972,5.6,97.0360191765734,17.4,,1.58743980435977,47.588,10727.6690215542,49.97903394752617
2050,Namibia,NAM,2013,30.879,1065946,1138564,2204510,20.0,0.611,26.65148554,44.756,9.91,1319382.0,78944.0,,58.694,4.18122244,21.8,82.2751583561412,23.4,,1.69446732352455,46.443,5463.03136620996,47.67077315338737
2051,Niger,NER,2013,47.123,9451592,9201607,18653199,14.4,0.362,70.63492378,16.208,9.346,9029922.0,448810.0,,60.239,1.34044802,14.1,44.9611346362854,21.5,,3.81820594100195,63.084,548.157848842165,38.72944149864262
2052,Nigeria,NGA,2013,40.603,88080932,86645192,174726123,16.7,0.506,59.6854016,46.118,14.004,91825943.0,5353059.0,,51.707,0.48927844,9.6,64.9235673868733,18.3,,2.69747404339158,49.877,2976.75683168398,42.197465164584415
2053,Nicaragua,NIC,2013,23.385,3015111,3104267,6119379,21.9,0.634,23.46972436,57.505,4.535,3848648.0,255617.0,,72.704,3.86888838,19.4,81.2287535155048,15.9,,1.46129517647149,44.426,1794.78918809148,49.843868158913544
2054,Netherlands,NLD,2013,10.2,8325795,8478636,16804432,40.7,0.929,12.72082828,89.187,8.4,11078304.0,2862240.0,,81.3048780487805,7.30336142,2.5,99.9999988536471,11.6,,0.294820793441482,54.93,52198.8975607454,37.36690448402289
2055,Norway,NOR,2013,11.6,2551391,2528233,5079623,38.0,0.949,7.27897533,80.286,8.1,3349005.0,801583.0,,81.7512195121951,7.59215212,2.5,99.9999993849234,10.5,,1.20914158930136,59.597,103553.840134417,39.68266961673789
2056,Nepal,NPL,2013,22.247,13164892,14216663,27381555,20.9,0.57,86.3556379,17.815,6.887,16519935.0,1421278.0,,67.965,0.75677603,7.7,87.2235597131944,21.3,,0.185921856916927,22.074,809.384457749825,47.96550174838858
2057,New Zealand,NZL,2013,13.2,2173160,2268940,4442100,36.5,0.929,6.263099945,86.221,6.65,2909065.0,625059.0,,81.4048780487805,7.2670989,2.5,99.9999995940721,11.0,,0.768347998194806,58.444,42976.6495882584,39.82835115761024
2058,Oman,OMN,2013,21.561,2459562,1357118,3816680,27.0,0.809,44.05922815,78.882,2.278,2876618.0,94731.0,,77.246,2.50380254,6.0,89.2944806885204,27.1,,7.65038581747282,25.049,23563.9405992228,55.69018316756536
2059,Pakistan,PAK,2013,31.181,105378643,99958919,205337562,19.2,0.518,66.84634548,35.613,7.333,118065872.0,7886524.0,,65.15,0.62996411,14.0,89.2819713314618,31.1,,1.53689764905925,21.969,1259.66836828623,45.03013332907289
2060,Panama,PAN,2013,20.759,1914627,1906929,3821556,26.7,0.79,15.47718389,66.052,4.835,2466066.0,265934.0,,77.038,4.22649384,7.5,92.5543328461858,11.5,,1.76061359830409,46.524,11932.2862205866,46.13543556157572
2061,Peru,PER,2013,19.71,14894870,15143939,30038809,26.1,0.75,29.50216912,76.989,6.681,19036512.0,2307171.0,,74.967,2.6585629,5.4,89.3000345168685,10.9,,0.967486220265649,67.492,6697.18774707052,46.54643682862165
2062,Philippines,PHL,2013,24.286,50455169,49244938,99700107,22.5,0.692,21.81288679,45.903,5.756,61925901.0,4452126.0,,70.835,1.1204468,11.2,91.1427386256371,24.8,,1.68695605708093,46.362,2847.56794274704,46.52347570705162
2063,Papua New Guinea,PNG,2013,29.122,4285535,3960092,8245627,20.2,0.518,16.10736574,12.978,6.825,4965192.0,221312.0,,63.961,1.98455942,22.1,40.9271667940676,36.1,,2.69288253584226,46.844,2578.49864720758,48.54401109873206
2064,Poland,POL,2013,9.7,18415399,19624797,38040196,37.9,0.863,23.69389027,60.529,10.2,26811365.0,5515594.0,,77.0,4.50933599,2.5,96.237152990062,19.7,,-0.0603600174744649,43.415,13558.3411314221,41.12731682578304
2065,Portugal,PRT,2013,7.9,4976418,5480877,10457295,41.9,0.845,8.917701837,62.352,10.2,6865257.0,2057093.0,29.2697254015349,80.7219512195122,5.85821295,2.5,99.1701175619018,11.8,,-0.548815210952228,45.275,21653.1959752225,37.19065606840299
2066,Paraguay,PRY,2013,22.249,3021458,2984194,6005652,23.1,0.715,14.43912959,60.197,5.436,3803034.0,321155.0,20.9372167408479,72.757,2.6527679,2.5,93.618796817874,16.1,,1.38035856649557,54.833,6410.81470278733,47.950485122616
2067,Qatar,QAT,2013,11.237,1507300,528201,2035501,29.9,0.834,81.2898681,98.785,1.136,1715467.0,21166.0,,79.536,1.74754512,,99.9336559865671,13.7,,6.59135749712435,52.524,97630.8255152088,59.25316238814606
2068,Romania,ROU,2013,9.4,9675668,10308025,19983693,39.3,0.81,16.48954454,53.937,12.4,13600024.0,3226602.0,,75.0634146341463,4.10288525,2.5,99.9999994938716,21.4,,-0.371323062878035,43.125,9497.20647561211,39.89292768976815
2069,Rwanda,RWA,2013,32.407,5388720,5712630,11101350,17.9,0.508,38.04487801,16.947,7.285,6143966.0,340273.0,,64.426,2.17317319,33.1,56.5792334362488,20.8,,2.3792915199656,47.539,704.485625539362,45.083796780117
2070,Saudi Arabia,SAU,2013,20.754,18009033,13473465,31482498,27.1,0.845,65.06263762,82.74,2.443,21901354.0,694556.0,,76.626,3.10786796,6.2,,23.8,,2.12178788388145,16.39,23945.5123106892,53.65517903728474
2071,Sudan,SDN,2013,36.327,18005088,17985615,35990704,17.5,0.497,52.4865762,33.507,7.36,19815370.0,938778.0,,63.678,1.15195048,9.7,54.786102248502,23.8,,2.3357525902736,19.835,1834.56103515625,43.70689176581139
2072,Senegal,SEN,2013,36.817,6676682,6918883,13595566,17.1,0.496,53.04187379,45.019,6.503,7277456.0,435019.0,,66.072,1.17077053,10.8,75.4821356227169,20.5,,2.71181928883915,30.461,1391.5321896037,44.07695577450873
2073,Singapore,SGP,2013,9.3,2816675,2582486,5399162,37.9,0.923,18.59998502,100.0,4.6,4226257.0,442588.0,,82.2463414634147,1.53696907,,100.0,10.3,,1.61930809858875,57.094,56967.4257940383,46.64587580746976
2074,Solomon Islands,SLB,2013,33.585,298140,284224,582365,18.4,0.559,12.07044801,21.433,5.421,324835.0,20040.0,,69.188,2.77610326,21.4,70.9490706970944,40.2,,2.5393320797232,81.699,2208.0852835112,45.79056344544546
2075,Sierra Leone,SLE,2013,36.473,3483704,3481154,6964859,17.4,0.459,44.13942031,40.036,11.372,3781016.0,223199.0,,56.313,0.80621618,22.7,55.0911064398499,24.5,,2.56345431818352,55.224,706.452681507398,43.39504945773729
2076,El Salvador,SLV,2013,18.969,2955948,3229694,6185642,23.4,0.667,26.89077892,68.036,7.149,3906648.0,442494.0,11.0033759912067,71.771,4.76325369,9.8,93.0459632736078,10.9,,0.394479107083525,45.744,3555.16209958481,47.85314026653917
2077,Serbia,SRB,2013,9.2,3439310,3724821,7164132,41.3,0.785,28.69870346,55.469,14.0,4830298.0,1322406.0,,75.1853658536585,5.57435799,2.5,92.6269680658839,22.2,,-0.486591387059998,32.716,6755.07367461629,37.4912114900585
2078,Sao Tome and Principe,STP,2013,35.159,96719,97038,193757,17.7,0.573,30.76797737,68.208,6.552,105093.0,6842.0,,66.328,2.66235065,15.9,75.1549980628087,21.5,,1.99808044739302,29.884,1378.23019340903,43.67441788568459
2079,Suriname,SUR,2013,19.547,282602,281345,563947,26.4,0.734,22.56714849,66.14,7.582,365029.0,34562.0,,69.682,1.88953507,8.0,94.8572483245504,20.3,,1.04024081216499,38.169,9124.54109297075,45.0951678544136
2080,Slovenia,SVN,2013,10.2,1019840,1040114,2059953,41.1,0.9,18.4258514,53.332,9.4,1408072.0,350942.0,,80.3219512195122,6.14473963,2.5,99.5,13.0,,0.135726228915631,45.965,23503.2824850255,37.55986679861293
2081,Sweden,SWE,2013,11.8,4796177,4804202,9600379,39.8,0.932,6.171492562,85.936,9.4,6125446.0,1840599.0,,81.9560975609756,9.1623106,2.5,99.6468240649313,9.8,,0.847348652246305,55.411,61126.9431963979,37.66375430542701
2082,Eswatini,SWZ,2013,29.019,547273,571047,1118319,19.2,0.546,23.37482286,22.999,13.019,658168.0,34458.0,,51.486,3.32492328,15.8,64.7811557082718,42.0,,0.616659419518733,34.194,4111.12838248065,47.66030437101004
2083,Chad,TCD,2013,47.46,6627120,6589646,13216766,14.7,0.386,55.79298325,22.248,14.373,6536644.0,278144.0,,50.781,1.14863968,24.1,46.4730952162018,24.3,,3.55701932397684,51.436,980.083544373007,40.94068627201778
2084,Togo,TGO,2013,35.308,3563146,3543083,7106229,18.0,0.499,40.29245507,39.061,9.537,3942919.0,200855.0,,58.684,0.99220741,19.2,61.1116734437547,26.4,,2.55975980782637,54.495,847.387500434413,44.274985937388415
2085,Thailand,THA,2013,11.374,34073118,35505484,69578602,35.7,0.747,33.7865692,46.193,6.547,50092164.0,6952140.0,,77.083,2.62275028,8.0,98.3899959258229,13.9,,0.607746276565484,61.941,6041.13394794203,44.14248733882226
2086,Tajikistan,TJK,2013,31.34,4077789,4058822,8136610,20.4,0.656,42.28231885,26.589,5.563,4917936.0,242909.0,,68.885,1.90030849,20.8,73.4998081947807,29.2,,2.23992574371256,28.551,1038.32071676208,47.971104420334754
2087,Turkmenistan,TKM,2013,26.627,2749149,2810945,5560095,23.9,0.73,30.55977858,49.541,6.447,3670874.0,216822.0,,68.74,1.12301207,6.3,96.2769772872363,29.4,,1.8407825771759,47.565,7049.79750519535,48.747352092027455
2088,Tonga,TON,2013,26.104,53607,53482,107089,20.4,0.725,10.65422797,23.382,6.686,60972.0,6384.0,,70.505,2.7824738,,98.478397099063,26.1,,-0.384918761668145,41.94,4208.18789083239,43.85961631950935
2089,Trinidad and Tobago,TTO,2013,14.282,710542,730188,1440729,31.7,0.806,20.3861167,53.53,6.662,1033338.0,110501.0,,73.962,2.58851647,10.8,97.3703479985086,20.3,,0.721118959711748,48.955,19927.4039046998,46.844305850000275
2090,Tunisia,TUN,2013,19.33,5615984,5684301,11300284,28.9,0.727,29.75488893,67.495,5.591,7799943.0,813246.0,,75.65,3.8491714,3.1,93.1070936464333,16.3,,1.12039316984351,19.706,4308.33830494463,49.23377995234418
2091,Tanzania,TZA,2013,38.721,24210106,25043537,49253643,16.3,0.51,27.84689732,30.196,7.615,25611960.0,1493422.0,,62.96,1.18517053,20.3,47.9036146539659,18.2,,3.02477579129254,78.048,954.658813476563,43.037037000064394
2092,Uganda,UGA,2013,40.943,17387215,17886355,35273570,14.3,0.509,42.01385372,20.958,7.35,17366716.0,536540.0,,59.763,0.97432142,21.3,44.7848792369786,22.8,,2.8767478792897,64.429,819.757867338416,41.694563864313494
2093,Ukraine,UKR,2013,11.1,21023906,24465742,45489648,38.8,0.773,17.66327367,68.875,14.6,31854621.0,6942463.0,36.0182436454243,71.159512195122,3.33902359,2.5,93.7881501406335,27.4,,-0.227691350050529,47.795,4187.73974609375,39.31866016463445
2094,Uruguay,URY,2013,14.197,1631988,1749192,3381180,33.7,0.805,10.32843869,94.843,9.468,2159741.0,493715.0,32.3906141154501,77.24,5.39425087,2.5,98.8525781207321,17.0,,0.297587135386814,50.821,18140.8922133059,40.36935339288082
2095,United States,USA,2013,12.4,156025758,160034189,316059947,36.4,0.917,8.64162897,81.299,8.215,210407309.0,43904126.0,,78.7414634146342,7.91718674,2.5,99.264889342605,14.0,,0.692860276624581,52.379,53291.1276891406,39.51361883518691
2096,Uzbekistan,UZB,2013,22.5,15119939,15123261,30243200,24.5,0.693,39.4845918,50.95,4.8,20340678.0,1313343.0,,69.99,2.40117002,2.5,93.2160218763321,27.9,,1.56190433294848,40.221,2419.71874376446,50.31077684768049
2097,Vanuatu,VUT,2013,33.087,132896,130637,263534,19.4,0.593,13.28704919,24.761,6.041,150184.0,9902.0,,69.534,2.24557829,11.5,87.5324642269516,40.4,,2.38891492248033,59.613,2877.44452801285,46.27538034637835
2098,Samoa,WSM,2013,30.155,102510,97429,199939,19.5,0.71,10.86783061,19.385,5.299,113379.0,9455.0,1.7512871345267,72.391,4.17282534,5.8,90.1108837968064,31.9,,0.911922272588174,37.085,3989.89859047662,42.36213037186057
2099,South Africa,ZAF,2013,22.177,26036121,27837495,53873616,24.6,0.704,28.7701453,63.793,9.77,35741766.0,2818948.0,,62.533,4.14510202,5.5,90.9473828699795,28.5,,1.36162110707575,38.125,7441.23085399675,48.74745195284279
2100,Zambia,ZMB,2013,39.507,7491633,7743342,15234976,15.7,0.554,27.28505272,40.865,7.788,7963177.0,257693.0,,59.878,1.30987322,36.7,60.8580842530341,27.2,,3.27129894213508,47.471,1840.32055335789,44.40791557392692
2101,Zimbabwe,ZWE,2013,36.246,6363142,7192279,13555422,16.9,0.567,25.51128869,32.654,9.787,7270450.0,405926.0,,57.458,2.01785898,27.0,65.9664737026442,31.4,,2.1632674727572,57.411,1408.36781031236,46.41374129022655
2102,Afghanistan,AFG,2014,39.105,16543889,16172321,32716210,15.5,0.479,61.86532919,24.587,7.395,16802817.0,788186.0,0.568655147617097,62.545,0.47265697,20.7,59.5981581738121,35.7,,3.65757606530364,16.224,626.512930450573,42.60355393638305
