,economy,Year,population_growth_rate
4889,HUN,2018,-0.126786951652838
5155,HUN,2019,-0.0452557101106228
5421,HUN,2020,-0.215067837129585
5687,HUN,2021,-0.413751024472153
102,IBD,2000,1.21819308457609
368,IBD,2001,1.18243776116913
634,IBD,2002,1.14008770423976
900,IBD,2003,1.11322353461334
1166,IBD,2004,1.10044058650102
1432,IBD,2005,1.07889500824956
1698,IBD,2006,1.03735712111505
1964,IBD,2007,1.00022139489593
2230,IBD,2008,1.00577266648855
2496,IBD,2009,1.01188543181236
2762,IBD,2010,0.995017063209104
3028,IBD,2011,1.02345757564561
3294,IBD,2012,1.07222772022398
3560,IBD,2013,1.09161308111148
3826,IBD,2014,1.07497019442955
4092,IBD,2015,1.03011662911483
4358,IBD,2016,0.978862081260189
4624,IBD,2017,0.940058425472913
4890,IBD,2018,0.860744588839424
5156,IBD,2019,0.78968795762782
5422,IBD,2020,0.703609788556349
5688,IBD,2021,0.564200718049548
103,IBT,2000,1.49109676670254
369,IBT,2001,1.46843282173532
635,IBT,2002,1.44285651230976
901,IBT,2003,1.41691882708042
1167,IBT,2004,1.39572649447939
1433,IBT,2005,1.37614669353488
1699,IBT,2006,1.348934786971
1965,IBT,2007,1.32089576943402
2231,IBT,2008,1.31666212051782
2497,IBT,2009,1.32531645390389
2763,IBT,2010,1.32938387033907
3029,IBT,2011,1.35119359700452
3295,IBT,2012,1.36653760170118
3561,IBT,2013,1.35694200903585
3827,IBT,2014,1.33702308042855
4093,IBT,2015,1.30556085552465
4359,IBT,2016,1.27991455925283
4625,IBT,2017,1.26367318814064
4891,IBT,2018,1.21327686186594
5157,IBT,2019,1.16965324575892
5423,IBT,2020,1.11653757104936
5689,IBT,2021,1.01495685459257
104,IDA,2000,2.47874015353247
370,IDA,2001,2.4907227913546
636,IDA,2002,2.5112894818554
902,IDA,2003,2.47428603920123
1168,IDA,2004,2.4101599314063
1434,IDA,2005,2.38427350138595
1700,IDA,2006,2.39217517051189
1966,IDA,2007,2.38038741268866
2232,IDA,2008,2.32997794893303
2498,IDA,2009,2.33369623701837
2764,IDA,2010,2.39122397890741
3030,IDA,2011,2.3777843715679
3296,IDA,2012,2.27622991645069
3562,IDA,2013,2.16740168461359
3828,IDA,2014,2.12904743095619
4094,IDA,2015,2.12946673368567
4360,IDA,2016,2.17072628323542
4626,IDA,2017,2.21007602780567
4892,IDA,2018,2.23143780010651
5158,IDA,2019,2.2523309029981
5424,IDA,2020,2.27630855493415
5690,IDA,2021,2.26150706583749
105,IDB,2000,2.74314664989879
371,IDB,2001,2.75858835916853
637,IDB,2002,2.5087244113045
903,IDB,2003,2.37802595742194
1169,IDB,2004,2.40673461788231
1435,IDB,2005,2.37182093222981
1701,IDB,2006,2.36395103593694
1967,IDB,2007,2.40558309351159
2233,IDB,2008,2.43250191327222
2499,IDB,2009,2.47422593957842
2765,IDB,2010,2.55615463234074
3031,IDB,2011,2.47575577840541
3297,IDB,2012,2.25782114637003
3563,IDB,2013,2.13258868648249
3829,IDB,2014,2.06473751404199
4095,IDB,2015,1.98796659510701
4361,IDB,2016,1.9315236697521
4627,IDB,2017,1.97755329826306
4893,IDB,2018,2.03849353449684
5159,IDB,2019,2.05269034603729
5425,IDB,2020,2.1035916282577
5691,IDB,2021,2.1246335714545
106,IDN,2000,1.44708848408903
372,IDN,2001,1.4100988547982
638,IDN,2002,1.37351928060869
904,IDN,2003,1.33804389134874
1170,IDN,2004,1.27322648868512
1436,IDN,2005,1.26074829560286
1702,IDN,2006,1.29930889873663
1968,IDN,2007,1.31184759614566
2234,IDN,2008,1.30217053507895
2500,IDN,2009,1.27153208994292
2766,IDN,2010,1.25151729140412
3032,IDN,2011,1.25573808861315
3298,IDN,2012,1.25594145835811
3564,IDN,2013,1.21281780987831
3830,IDN,2014,1.15950664180271
4096,IDN,2015,1.1108549322781
4362,IDN,2016,1.05894205868913
4628,IDN,2017,1.00643952446092
4894,IDN,2018,0.966206435866139
5160,IDN,2019,0.937689273635294
5426,IDN,2020,0.840389268128048
5692,IDN,2021,0.694717688319757
107,IDX,2000,2.347190218226
373,IDX,2001,2.35693627437379
639,IDX,2002,2.51257564369998
905,IDX,2003,2.52255036202958
1171,IDX,2004,2.41187494540873
1437,IDX,2005,2.3905080426586
1703,IDX,2006,2.40630337287008
1969,IDX,2007,2.36778038456771
2235,IDX,2008,2.27865963697622
2501,IDX,2009,2.26324836954473
2767,IDX,2010,2.30837328192865
3033,IDX,2011,2.32845055891735
3299,IDX,2012,2.28551305519085
3565,IDX,2013,2.18495236273321
3831,IDX,2014,2.16145211684567
4097,IDX,2015,2.20069877634359
4363,IDX,2016,2.29089170674189
4629,IDX,2017,2.32647538045762
4895,IDX,2018,2.32769508356887
5161,IDX,2019,2.35164738888383
5427,IDX,2020,2.36198019763422
5693,IDX,2021,2.32922814781134
108,IMN,2000,1.19018911438933
374,IMN,2001,1.10030065051098
640,IMN,2002,1.02227077083137
906,IMN,2003,0.974724391824046
1172,IMN,2004,0.942439421736094
1438,IMN,2005,0.933640362384973
1704,IMN,2006,1.0185313836682
1970,IMN,2007,1.08103799975669
2236,IMN,2008,1.09997001077714
2502,IMN,2009,1.11333254369235
2768,IMN,2010,1.09510938916344
3034,IMN,2011,0.620772843428076
3300,IMN,2012,-0.0142274495165514
3566,IMN,2013,-0.230291764982335
3832,IMN,2014,-0.295168031488441
4098,IMN,2015,-0.361815200458878
4364,IMN,2016,-0.171213441967113
4630,IMN,2017,0.155660691192532
4896,IMN,2018,0.233037660360485
5162,IMN,2019,0.188422790499936
5428,IMN,2020,0.134540647396739
5694,IMN,2021,0.257859199732084
109,IND,2000,1.82218400218023
375,IND,2001,1.80844642123748
641,IND,2002,1.77676787418134
907,IND,2003,1.72426903226703
1173,IND,2004,1.67281087022876
1439,IND,2005,1.60412916927926
1705,IND,2006,1.52430796041014
1971,IND,2007,1.46637175001498
2237,IND,2008,1.42239150883577
2503,IND,2009,1.39119493033754
2769,IND,2010,1.37759581159767
3035,IND,2011,1.36158808453343
3301,IND,2012,1.33219204981494
3567,IND,2013,1.29754883539168
3833,IND,2014,1.24036218382689
4099,IND,2015,1.18779532005068
4365,IND,2016,1.18504622906796
4631,IND,2017,1.15562449067646
4897,IND,2018,1.08752772157855
5163,IND,2019,1.02531077187097
5429,IND,2020,0.95522085775158
5695,IND,2021,0.797216093898126
110,INX,2000,0.0
376,INX,2001,0.0
642,INX,2002,0.0
908,INX,2003,0.0
1174,INX,2004,0.0
1440,INX,2005,0.0
1706,INX,2006,0.0
1972,INX,2007,0.0
2238,INX,2008,0.0
2504,INX,2009,0.0
2770,INX,2010,0.0
3036,INX,2011,0.0
3302,INX,2012,0.0
3568,INX,2013,0.0
3834,INX,2014,0.0
4100,INX,2015,0.0
4366,INX,2016,0.0
4632,INX,2017,0.0
4898,INX,2018,0.0
5164,INX,2019,0.0
5430,INX,2020,0.0
5696,INX,2021,0.0
111,IRL,2000,1.33304266586712
377,IRL,2001,1.59215149039299
643,IRL,2002,1.68514885730282
909,IRL,2003,1.62895096193019
1175,IRL,2004,1.82831381790901
1441,IRL,2005,2.17870301355631
1707,IRL,2006,2.69600564359576
1973,IRL,2007,2.89096000464164
2239,IRL,2008,2.03870801117202
2505,IRL,2009,1.01566327592341
2771,IRL,2010,0.544884384079014
3037,IRL,2011,0.436072439258428
3303,IRL,2012,0.4237438032978
3569,IRL,2013,0.526556158855653
3835,IRL,2014,0.731001376585771
4101,IRL,2015,0.944845307474728
4367,IRL,2016,1.12883406399428
4633,IRL,2017,1.08867556062
4899,IRL,2018,1.23887545258946
5165,IRL,2019,1.36762695363797
5431,IRL,2020,1.02911050277336
5697,IRL,2021,0.953898051735591
112,IRN,2000,1.64539194870845
378,IRN,2001,1.7100319119575
644,IRN,2002,0.973524734407785
910,IRN,2003,0.927820930669199
1176,IRN,2004,1.61586394638623
1442,IRN,2005,1.61004001098983
1708,IRN,2006,1.54559660977253
1974,IRN,2007,1.4536370817991
2240,IRN,2008,1.37188502638988
2506,IRN,2009,1.36047026604448
2772,IRN,2010,1.40442428093574
3038,IRN,2011,1.27755003393578
3304,IRN,2012,1.27742540846959
3570,IRN,2013,1.45650590321443
3836,IRN,2014,1.897214219374
4102,IRN,2015,2.26178492558276
4368,IRN,2016,1.83580791714073
4634,IRN,2017,1.42882552688137
4900,IRN,2018,1.30788220910804
5166,IRN,2019,1.0995932626289
5432,IRN,2020,0.83517614833256
5698,IRN,2021,0.722822505475776
113,IRQ,2000,3.33624669433987
379,IRQ,2001,3.18401734533544
645,IRQ,2002,3.2110492891941
911,IRQ,2003,3.05131116311828
1177,IRQ,2004,2.87715845950826
1443,IRQ,2005,2.96970606467236
1709,IRQ,2006,0.718432208523802
1975,IRQ,2007,-0.850221916193164
2241,IRQ,2008,1.92646265531762
2507,IRQ,2009,3.5987933376422
2773,IRQ,2010,3.17093320217157
3039,IRQ,2011,3.4985800882497
3305,IRQ,2012,4.4884639176917
3571,IRQ,2013,4.6654185971967
3837,IRQ,2014,3.50227675046767
4103,IRQ,2015,2.71497647013538
4369,IRQ,2016,2.45940250005547
4635,IRQ,2017,2.35769232939234
4901,IRQ,2018,2.41756068668666
5167,IRQ,2019,2.36838831392184
5433,IRQ,2020,2.36211183923937
5699,IRQ,2021,2.26888921028968
114,ISL,2000,1.36919283329812
380,ISL,2001,1.32929525456819
646,ISL,2002,0.892596377462957
912,ISL,2003,0.692497620476186
1178,ISL,2004,0.8779361576874
1444,ISL,2005,1.58289197780465
1710,ISL,2006,2.34742243028387
1976,ISL,2007,2.53008548940662
2242,ISL,2008,1.85957217059918
2508,ISL,2009,0.341241978970882
2774,ISL,2010,-0.143903000294037
3040,ISL,2011,0.305468368224399
3306,ISL,2012,0.532100734916982
3572,ISL,2013,0.945885900369151
3838,ISL,2014,1.11250475522796
4104,ISL,2015,1.04194038662969
4370,ISL,2016,1.38808149583838
4636,ISL,2017,2.34558267643862
4902,ISL,2018,2.67814276922904
5168,ISL,2019,2.19893225826166
5434,ISL,2020,1.6230862512591
5700,ISL,2021,1.6393166402584
115,ISR,2000,2.64233191305756
381,ISR,2001,2.35711729946802
647,ISR,2002,2.01405839404727
913,ISR,2003,1.80551975888109
1179,ISR,2004,1.76762364154994
1445,ISR,2005,1.76289766113006
1711,ISR,2006,1.76780587358185
1977,ISR,2007,1.7761008691798
2243,ISR,2008,1.7765791059698
2509,ISR,2009,2.39020733801215
2775,ISR,2010,1.82675240987847
3041,ISR,2011,1.84807786159597
3307,ISR,2012,1.84615132126711
3573,ISR,2013,1.86605289478673
3839,ISR,2014,1.91954379859591
4105,ISR,2015,1.98128897562083
4371,ISR,2016,1.9603489624817
4637,ISR,2017,1.93872567441099
4903,ISR,2018,1.92662286520241
5169,ISR,2019,1.90898263957994
5435,ISR,2020,1.76367939210866
5701,ISR,2021,1.61038582783125
116,ITA,2000,0.045303631138613
382,ITA,2001,0.0561676014374784
648,ITA,2002,0.148916429490753
914,ITA,2003,0.444507312655549
1180,ITA,2004,0.647182705470772
1446,ITA,2005,0.491389107503214
1712,ITA,2006,0.30055968851778
1978,ITA,2007,0.504933687397673
2244,ITA,2008,0.662469252941527
2510,ITA,2009,0.455613449577732
2776,ITA,2010,0.30759122234095
3042,ITA,2011,0.171978290995717
3308,ITA,2012,0.269541239520996
3574,ITA,2013,1.1592511168095
3840,ITA,2014,0.917504095962437
4106,ITA,2015,-0.0963761331392095
4372,ITA,2016,-0.169884073301448
4638,ITA,2017,-0.14986111697397
4904,ITA,2018,-0.190063640113791
5170,ITA,2019,-1.15302842389952
5436,ITA,2020,-0.487095091717782
5702,ITA,2021,-0.555357163186613
117,JAM,2000,0.611850749006637
383,JAM,2001,0.504047760220551
649,JAM,2002,0.487837447460561
915,JAM,2003,0.483356775927262
1181,JAM,2004,0.48906495556364
1447,JAM,2005,0.480782489174805
1713,JAM,2006,0.476920503498281
1979,JAM,2007,0.42891014375515
2245,JAM,2008,0.375125564741813
2511,JAM,2009,0.405906286917041
2777,JAM,2010,0.421348654823536
3043,JAM,2011,0.447915144043708
3309,JAM,2012,0.495752366688783
3575,JAM,2013,0.481191238304142
3841,JAM,2014,0.410748099114478
4107,JAM,2015,0.354975145947794
4373,JAM,2016,0.294793625837463
4639,JAM,2017,0.202492605820257
4905,JAM,2018,0.123091479545611
5171,JAM,2019,0.0688992221522009
5437,JAM,2020,0.236519557799568
5703,JAM,2021,0.257040921915097
118,JOR,2000,2.10659408273097
384,JOR,2001,2.09677758965608
650,JOR,2002,2.1501680651457
916,JOR,2003,2.26000934810202
1182,JOR,2004,2.49462542491271
1448,JOR,2005,2.60672257408209
1714,JOR,2006,6.75790900912969
1980,JOR,2007,6.34380871094335
2246,JOR,2008,2.43277656402626
2512,JOR,2009,2.20117695037558
2778,JOR,2010,2.19915131357546
3044,JOR,2011,2.54581045628308
3310,JOR,2012,1.42278781713891
3576,JOR,2013,6.48192864156847
3842,JOR,2014,11.7940156559538
4108,JOR,2015,9.21991788769051
4374,JOR,2016,4.83585013508326
4640,JOR,2017,2.48500934190509
4906,JOR,2018,2.36510265786667
5172,JOR,2019,2.25750975365016
5438,JOR,2020,2.12736281777905
5704,JOR,2021,1.98907685592122
119,JPN,2000,0.167275578113187
385,JPN,2001,0.240952587521069
651,JPN,2002,0.232527187105684
917,JPN,2003,0.213980948779682
1183,JPN,2004,0.0336622582725446
1449,JPN,2005,0.0093920965576633
1715,JPN,2006,0.0633735894181335
1981,JPN,2007,0.114908847726211
2247,JPN,2008,0.0484253945978966
2513,JPN,2009,-0.0124946312294096
2779,JPN,2010,0.0179605415195644
3045,JPN,2011,-0.185226486410846
3311,JPN,2012,-0.159710675844347
3577,JPN,2013,-0.144271883387076
3843,JPN,2014,-0.132694222147042
4109,JPN,2015,-0.106124993746747
4375,JPN,2016,-0.0511374152133631
4641,JPN,2017,-0.081874296046114
4907,JPN,2018,-0.126880068088791
5173,JPN,2019,-0.140464977878172
5439,JPN,2020,-0.294194617750067
5705,JPN,2021,-0.459952415807642
120,KAZ,2000,-0.300201486690526
386,KAZ,2001,-0.170069526322763
652,KAZ,2002,0.0041255453945045
918,KAZ,2003,0.336408913793247
1184,KAZ,2004,0.694909484311257
1450,KAZ,2005,0.888898042702025
1716,KAZ,2006,1.05767130866502
1982,KAZ,2007,1.14385123349431
2248,KAZ,2008,1.87296209612182
2514,KAZ,2009,1.98240805691531
2780,KAZ,2010,1.41327147745347
3046,KAZ,2011,1.43151244887822
3312,KAZ,2012,1.40867688701824
3578,KAZ,2013,1.43944535624798
3844,KAZ,2014,1.47267087305755
4110,KAZ,2015,1.46148468519161
4376,KAZ,2016,1.42204614032925
4642,KAZ,2017,1.36038126908993
4908,KAZ,2018,1.31452298457883
5174,KAZ,2019,1.28960848954226
5440,KAZ,2020,1.29863532544565
5706,KAZ,2021,1.29950843805955
121,KEN,2000,2.91544684198394
387,KEN,2001,3.02882685482353
653,KEN,2002,3.03360977756994
919,KEN,2003,2.96744335273422
1185,KEN,2004,2.98951543624097
1451,KEN,2005,2.97658073983056
1717,KEN,2006,2.97471111652036
1983,KEN,2007,2.96582480091057
2249,KEN,2008,2.97884515479232
2515,KEN,2009,2.96069187652137
2781,KEN,2010,2.8175240671163
3047,KEN,2011,2.65543505812038
3313,KEN,2012,2.52595644302294
3579,KEN,2013,2.40993136403743
3845,KEN,2014,2.2941780158286
4111,KEN,2015,2.20032211952888
4377,KEN,2016,2.20214556198549
4643,KEN,2017,2.17570842690355
4909,KEN,2018,2.03273400450275
5175,KEN,2019,1.97845694844255
5441,KEN,2020,2.00970011079671
5707,KEN,2021,1.94276128252757
122,KGZ,2000,1.19112592398474
388,KGZ,2001,0.948856613551314
654,KGZ,2002,0.917899316903102
920,KGZ,2003,1.0484449238834
1186,KGZ,2004,1.21010542490902
1452,KGZ,2005,1.12786445855189
1718,KGZ,2006,1.07505129401544
1984,KGZ,2007,0.953586964300523
2250,KGZ,2008,0.950220144755314
2516,KGZ,2009,1.20726564406139
2782,KGZ,2010,1.19286442880631
3048,KGZ,2011,1.21689072909974
3314,KGZ,2012,1.66523655939962
3580,KGZ,2013,1.98473866725772
3846,KGZ,2014,2.0061078993716
4112,KGZ,2015,2.05902596620676
4378,KGZ,2016,2.0372244221997
4644,KGZ,2017,1.93364715643057
4910,KGZ,2018,1.99032207024617
5176,KGZ,2019,2.08787614010317
5442,KGZ,2020,1.89786382312175
5708,KGZ,2021,1.68633485930567
123,KHM,2000,1.83064817889597
389,KHM,2001,1.79381433398266
655,KHM,2002,1.79592987916956
921,KHM,2003,1.78257622928652
1187,KHM,2004,1.77233194606874
1453,KHM,2005,1.75317594902836
1719,KHM,2006,1.73026969167735
1985,KHM,2007,1.74325561857738
2251,KHM,2008,1.65663905731394
2517,KHM,2009,1.50789194873236
2783,KHM,2010,1.45722988351436
3049,KHM,2011,1.4538734073168
3315,KHM,2012,1.44928419333369
3581,KHM,2013,1.43049971596447
3847,KHM,2014,1.3977751944463
4113,KHM,2015,1.34979002036239
4379,KHM,2016,1.33408515743887
4645,KHM,2017,1.3104826630319
4911,KHM,2018,1.22144565921597
5177,KHM,2019,1.13244216195679
5443,KHM,2020,1.16005769739725
5709,KHM,2021,1.16513584860257
124,KIR,2000,1.74549473198221
390,KIR,2001,1.90129335529483
656,KIR,2002,2.04346451592179
922,KIR,2003,2.03754196746088
1188,KIR,2004,2.01764084838712
1454,KIR,2005,1.99607425625382
1720,KIR,2006,1.93602923599118
1986,KIR,2007,1.89533635203291
2252,KIR,2008,1.9110717364553
2518,KIR,2009,1.93374349375449
2784,KIR,2010,1.86835722052213
3050,KIR,2011,1.72220205807577
3316,KIR,2012,1.57753769269312
3582,KIR,2013,1.50539234360214
3848,KIR,2014,1.46654343733585
4114,KIR,2015,1.48648352823644
4380,KIR,2016,1.53561388437723
4646,KIR,2017,1.54812092405828
4912,KIR,2018,1.56542354171621
5178,KIR,2019,1.60651238884126
5444,KIR,2020,1.77265475198411
5710,KIR,2021,1.88854075847608
125,KNA,2000,1.4088796051579
391,KNA,2001,1.14821867970338
657,KNA,2002,0.602711851610802
923,KNA,2003,0.360321874281502
1189,KNA,2004,0.32039248574627
1455,KNA,2005,0.310808888543171
1721,KNA,2006,0.318379738805617
1987,KNA,2007,0.300354899935738
2253,KNA,2008,0.299455470084081
2519,KNA,2009,0.275301416968664
2785,KNA,2010,0.247124923790409
3051,KNA,2011,0.374800405061299
3317,KNA,2012,0.306375360312754
3583,KNA,2013,0.0837749017517704
3849,KNA,2014,0.0460462982726556
4115,KNA,2015,0.0020925098610206
4381,KNA,2016,-0.0041850635089555
4647,KNA,2017,-0.0062779236834413
4913,KNA,2018,-0.0502375829542933
5179,KNA,2019,-0.102646830627199
5445,KNA,2020,-0.146821344830063
5711,KNA,2021,-0.0755921420171568
126,KOR,2000,0.836180864297766
392,KOR,2001,0.767241774760276
658,KOR,2002,0.577957276814842
924,KOR,2003,0.518321452985646
1190,KOR,2004,0.396331436697806
1456,KOR,2005,0.211997784117548
1722,KOR,2006,0.525199940498775
1988,KOR,2007,0.505234032920336
2254,KOR,2008,0.759316681850927
2520,KOR,2009,0.514682827535803
2786,KOR,2010,0.49822508440111
3052,KOR,2011,0.768971758582589
3318,KOR,2012,0.525713660600414
3584,KOR,2013,0.455218622164662
3850,KOR,2014,0.628149861433639
4116,KOR,2015,0.527288497407793
4382,KOR,2016,0.396851823381145
4648,KOR,2017,0.280968018301691
4914,KOR,2018,0.433519027613049
5180,KOR,2019,0.347874968577526
5446,KOR,2020,0.137869266247028
5712,KOR,2021,-0.176408650734229
127,KWT,2000,3.01539399732843
393,KWT,2001,2.89193287688669
659,KWT,2002,2.7577620921541
925,KWT,2003,2.61011184898608
1191,KWT,2004,2.44313720641219
1457,KWT,2005,3.73359223835884
1723,KWT,2006,5.56835432784763
1989,KWT,2007,5.88896046397853
2255,KWT,2008,5.59158488996994
2521,KWT,2009,5.31183453845195
2787,KWT,2010,5.15215597247121
3053,KWT,2011,6.588978450283
3319,KWT,2012,7.67642810205362
3585,KWT,2013,7.15682472094729
3851,KWT,2014,3.10674056152789
4117,KWT,2015,3.83756936489801
4383,KWT,2016,3.50280908539676
4649,KWT,2017,1.87988170001332
4915,KWT,2018,4.55608227002645
5181,KWT,2019,2.82985240186539
5447,KWT,2020,-1.83282064689651
5713,KWT,2021,-2.5628080932518
128,LAC,2000,1.48184795314634
394,LAC,2001,1.42949629678486
660,LAC,2002,1.37663521160817
926,LAC,2003,1.31610098002817
1192,LAC,2004,1.27724314302971
1458,LAC,2005,1.24693119223964
1724,LAC,2006,1.20345121683216
1990,LAC,2007,1.1648088829147
2256,LAC,2008,1.12689115356454
2522,LAC,2009,1.10365531198508
2788,LAC,2010,1.05155948359948
3054,LAC,2011,1.14115606310168
3320,LAC,2012,1.12773054212467
3586,LAC,2013,1.09154857742477
3852,LAC,2014,1.06547989457171
4118,LAC,2015,1.04580199909587
4384,LAC,2016,1.0410813400546
4650,LAC,2017,1.06370681055301
4916,LAC,2018,1.09388333270326
5182,LAC,2019,1.05461145263862
5448,LAC,2020,0.911196365264288
5714,LAC,2021,0.763974592333355
129,LAO,2000,1.68600720393729
395,LAO,2001,1.62285673222063
661,LAO,2002,1.55306898212099
927,LAO,2003,1.46904422700425
1193,LAO,2004,1.38084411454621
1459,LAO,2005,1.45948723125249
1725,LAO,2006,1.58692257953256
1991,LAO,2007,1.58087153393389
2257,LAO,2008,1.55232447601189
2523,LAO,2009,1.52146861670776
2789,LAO,2010,1.4894787970459
3055,LAO,2011,1.45859508479977
3321,LAO,2012,1.43097327467587
3587,LAO,2013,1.40264986092754
3853,LAO,2014,1.36491228821043
4119,LAO,2015,1.42395616494124
4385,LAO,2016,1.51981369057872
4651,LAO,2017,1.53436449506028
4917,LAO,2018,1.51870726808495
5183,LAO,2019,1.49540481526456
5449,LAO,2020,1.47745666003059
5715,LAO,2021,1.43321406495938
130,LBN,2000,1.6480313517987
396,LBN,2001,1.57429758089142
662,LBN,2002,1.30076237598121
928,LBN,2003,1.29904469608094
1194,LBN,2004,1.54172773032086
1460,LBN,2005,1.48078594660326
1726,LBN,2006,1.64097999986534
1992,LBN,2007,1.88355982920981
2258,LBN,2008,1.60884613336982
2524,LBN,2009,1.29127979774658
2790,LBN,2010,0.898071621012191
3056,LBN,2011,0.98111944066669
3322,LBN,2012,2.60752084121081
3588,LBN,2013,9.22649612823576
3854,LBN,2014,9.97196954242858
4120,LBN,2015,1.96637326864653
4386,LBN,2016,-2.2172797902348
4652,LBN,2017,-2.4155210315248
4918,LBN,2018,-2.62721254105458
5184,LBN,2019,-2.87986589552119
5450,LBN,2020,-2.07933690590844
5716,LBN,2021,-1.24903516691702
131,LBR,2000,3.71130059206802
397,LBR,2001,2.94136849764656
663,LBR,2002,2.61344806491648
929,LBR,2003,0.799708513941131
1195,LBR,2004,1.20092557138433
1461,LBR,2005,4.50463673233063
1727,LBR,2006,5.62739999338956
1993,LBR,2007,5.00498279274666
2259,LBR,2008,4.07646036851064
2525,LBR,2009,3.15228963928178
2791,LBR,2010,2.89962727401251
3057,LBR,2011,3.93153710180299
3323,LBR,2012,3.53829805549154
3589,LBR,2013,2.18235448876975
3855,LBR,2014,2.05859453753694
4121,LBR,2015,2.03541363752766
4387,LBR,2016,2.01259665687601
4653,LBR,2017,1.90548944068251
4919,LBR,2018,1.91539593694733
5185,LBR,2019,1.94236198013985
5451,LBR,2020,2.03116860337744
5717,LBR,2021,2.05886078022756
132,LBY,2000,1.89556266562551
398,LBY,2001,2.32259340851935
664,LBY,2002,2.4232450219976
930,LBY,2003,2.50863381723218
1196,LBY,2004,2.58107591705621
1462,LBY,2005,2.61040132087158
1728,LBY,2006,2.29252154954785
1994,LBY,2007,2.05147873321277
2260,LBY,2008,2.12887841520837
